,ALogp2,naAromAtom,nO,ATSc1,ATSc3,ATSc4,ATSc5,ATSm1,C3SP2,SC-3,SC-5,minwHBa,minHaaCH,minaaCH,maxHBa,hmin,gmin,LipoaffinityIndex,ETA_AlphaP,ETA_Epsilon_3,ETA_Shape_Y,ETA_BetaP_ns_d,ETA_EtaP_F,ETA_Eta_B,FMF,nHBAcc,MDEC-33,MLFER_A,nTRing,XLogP,AMR,BCUTw-1h,BCUTc-1h,BCUTp-1h,SCH-6,SCH-7,VCH-6,VC-3,SPC-4,minHBd,minHBa,maxHBd,ETA_dEpsilon_B,ETA_dEpsilon_D,ETA_Shape_P,ETA_BetaP,MDEC-23,MLFER_BH,nRing
1028,3.95015625,6,2,0.159890732835734,-0.0406994573843481,0.0350900622655567,-0.0111917793276086,23.5489380710818,2,2.1686845890436,0.404096088909156,0.342701068981056,0.390880771289997,1.79038021227009,10.7454995485848,0.0784874574829931,-0.834812255920886,8.18610300299872,0.48485,0.44194,0.1875,0.02273,0.65712,0.38627,0.304347826086956,1,2.52506463582532,0.891,6,3.847,92.8791,15.9959247337989,0.126346523204324,13.1239901097701,0.167184940484428,0.509025043738854,0.111171689348568,1.26148301722481,4.68080909393,0.229249456727135,9.77275230791735,0.484652923860851,0.04648,0.03914,0.15625,1.0,16.7544734743571,0.867999999999999,3
164,0.501547240000002,18,4,0.517285958475368,-0.154033188646236,0.186194896007954,-0.0777890081103913,44.5856094818902,2,2.32779389234311,0.467421742106718,0.273931464472217,0.450689235821759,1.69236569570117,10.1084985219189,-0.415746034992621,-1.65740422861014,11.8094508066838,0.48762,0.44433,0.3457,0.04286,0.8872,0.43971,0.455882352941176,1,11.6626280336126,1.089,6,3.884,149.0992,31.972072761796,0.117021764926965,13.4253157178486,0.358304985710176,0.729663105868284,0.173983111107929,1.38798808435431,5.32174870178689,0.449501548388066,-1.65740422861014,0.473792536766092,0.05458,0.02739,0.09766,1.17857,34.7888975012486,2.177,5
1224,0.0616032400000017,11,3,0.653643411577687,-0.104169204636572,0.0627375203908907,0.0930612815150402,34.5311010489022,1,1.56771423695727,0.166666666666666,0.0140022150835645,0.52425632067948,1.87818160887199,12.4037703924162,-0.084252499419572,-1.34361118591798,5.56825707344257,0.48133,0.44493,0.3241,0.02,0.80272,0.20621,0.478260869565217,4,5.64374014956657,-0.088,6,0.365,101.2361,31.9720722582484,0.210418179781148,11.3822352507351,0.423540242053219,0.677543774654284,0.21547530880093,0.898478858879248,3.33235313617947,0.404798936549928,-1.34361118591798,0.404798936549928,0.04897,0.02118,0.06925,1.2,16.8311022043384,2.025,4
172,0.0510308099999994,12,3,0.338442824231814,-0.128195544496324,0.0348702376839029,0.0431568951198275,21.6833874078993,1,1.44913529307309,0.247599759942248,0.161327245519165,0.541759259259259,1.5584670781893,9.43170631667114,-0.101833900226757,-0.209404761904762,4.63296362827191,0.46842,0.4434,0.39326,0.05263,0.92126,0.28301,0.5,1,6.90097224887662,1.089,4,1.454,80.0016,15.9969274766285,0.165753164383816,10.1942777058296,0.206930270632866,0.46191027301709,0.0650101959113804,0.538280672003536,3.04890583526145,0.600211209770869,5.75659320672713,0.608679180292411,0.08778,0.05163,0.13109,1.39474,16.0409187036666,1.65699999999999,3
715,0.0264062499999996,12,4,0.424299203651602,0.098643634639966,-0.325746094909998,0.241597283309527,26.8178367447167,1,2.03047427169186,0.499422275713472,-0.428805744520029,0.585329270597127,1.11272066851431,12.8900618858654,0.00495216836734691,-0.428805744520029,4.2701840751204,0.46232,0.44154,0.46082,0.06522,1.06275,0.53414,0.41025641025641,3,11.8021789092698,1.214,4,1.1,92.8901,15.9979358004365,0.248194802097146,11.4493376507043,0.18424981005154,0.46991904814728,0.0611111111111111,0.863161650033593,4.3405349696417,0.498574499244142,1.40595993953136,0.585830225895837,0.07883,0.06555,0.21943,1.3587,16.0861879681686,1.565,3
1079,0.0336722499999991,18,5,0.644266279314326,-0.104278682866299,0.0925690677920466,-0.0409065030445833,40.2323254789812,5,2.14104072471641,0.395762464275441,0.167132502718349,0.501955678200267,1.66150919422529,10.1611606058398,-0.433346606395848,-0.412095055551044,10.4352894487415,0.47407,0.44694,0.3457,0.04167,1.01289,0.26107,0.507462686567164,1,17.5745717670803,1.089,12,2.701,146.1804,15.9989550452758,0.191756149874363,12.7053860550085,0.366839090599904,0.638685424617611,0.169678632989175,0.953122902008384,5.03768618035159,0.464768472256921,2.46822392349185,0.47890432087345,0.06393,0.02724,0.03906,1.22917,41.4093799668894,2.262,6
310,1.12487235999999,18,4,0.519939041966791,-0.141077128178621,0.171785478756861,-0.0605927907313027,43.5856094818902,2,2.63153753448261,0.274971652376843,0.271493351345221,0.469303092822893,1.69939738888039,9.98915638886073,-0.405931902238928,-1.6099661433607,10.9696647316198,0.48725,0.44783,0.29577,0.04412,0.88479,0.34685,0.507936507936507,1,10.3289766873167,1.089,7,3.169,146.4585,31.9720727115545,0.116996949238349,13.3927208777243,0.956002220804143,1.36196440087558,0.656880426586733,1.78265112154022,5.59199355869682,0.478316656747883,-1.6099661433607,0.514137513155185,0.06114,0.02832,0.04024,1.21324,30.457065722536,2.178,6
713,0.0739839999999999,12,4,0.460544691458414,0.127141281322711,-0.323662244484221,0.194625709246466,32.5307866525655,1,1.79114818446421,0.428621026149684,-0.42633660871756,0.579322487997256,1.10688245359872,12.5351819133003,0.160516297311105,-0.42633660871756,2.99905364076262,0.46893,0.44237,0.44681,0.09524,1.10735,0.44482,0.533333333333333,3,9.17558154671841,1.333,4,0.895,83.8720999999999,34.9693803495372,0.248031138472368,10.7418281619536,0.179152492855088,0.516825605217316,0.0593233512793083,0.679077052382905,3.93821451517603,0.534221860040312,0.435141585326402,0.603632096644136,0.12336,0.0771,0.20793,1.47619,15.5059215227717,1.536,3
1615,2.93608225,12,4,0.522745594579965,0.0091867946116499,-0.0232648119693452,0.134026763105452,32.4578564434402,4,2.14203493670128,0.310543824489773,-0.956275252851245,0.442875173217435,1.75252924459499,10.7625869403584,-0.259390628936759,-0.956275252851245,10.1232304615678,0.47356,0.43976,0.3568,0.01724,0.91974,0.52981,0.275862068965517,4,9.36348727887085,1.134,4,1.929,121.832899999999,15.9979408575355,0.283437084807019,12.6366453815565,0.196735636239961,0.430250807845248,0.0781863528287486,1.14629402080424,4.09317005279893,0.461669228396355,2.50512146216511,0.690333850239205,0.05051,0.03352,0.18204,1.13793,29.7253398276816,1.728,3
622,0.58721569,12,3,0.248372951246612,0.0908925756327545,-0.0251725937819936,-0.02708628578887,27.8111404463493,0,1.6282141012796,0.623863692748664,0.0669533152767281,0.477735678089213,1.40381944444444,12.6675878684807,0.0334448223733937,-5.33650462962962,5.6230205239604,0.48596,0.43818,0.20578,0.05263,1.00256,0.36114,0.411764705882352,3,0.793700525984099,0.546,2,1.699,83.3046,31.9720719457915,0.247560483527843,12.6627410426446,0.185395405949299,0.183925565098878,0.0598527927327569,0.556181471956031,3.68812503983334,0.604611195073631,1.48086734693877,0.604611195073631,0.08107,0.02781,0.16245,1.39474,10.0316291908314,0.659999999999999,2
829,4.52583075999999,15,1,0.244731470821025,-0.0561417257886094,0.00811708346068068,0.00845533506951717,28.9964737771365,6,2.20188102913645,0.554412089261923,-0.215896567674615,0.457708333333333,1.52040648358108,13.3345717534029,0.144468169116437,-0.215896567674615,9.07209336415089,0.47766,0.44857,0.36235,0.01923,0.92728,0.34194,0.511111111111111,3,11.0921753839257,0.197,11,2.659,107.3013,18.998407115891,0.158841154774518,13.3497262651079,0.561281113827913,1.17831433639343,0.246842133510957,1.29718538657239,5.46788816269267,0.488600377746752,3.04435910134638,0.488600377746752,0.07267,0.01863,0.09011,1.32692,28.4268751273499,0.753,5
558,1.89502755999999,16,2,0.289089937079182,-0.0657888657220575,-0.000534129875506574,-0.0839807638440791,31.1239124192498,2,1.63186467926931,0.414266426608914,-0.660020471151423,0.545895971557347,1.27150120027434,13.4316218331532,0.0495310531620054,-0.660020471151423,6.2360884845498,0.47833,0.44286,0.41812,0.1,1.04893,0.37234,0.551724137931034,1,8.88277358119636,1.089,4,1.764,83.7006999999999,34.9693803020584,0.153636899733336,10.2832105320211,0.191638319043509,0.497002078438612,0.0642499530416663,0.641904773778392,3.72651874374375,0.573232400051559,0.587853610465676,0.636286960515839,0.13793,0.05333,0.17422,1.525,19.084370841933,1.167,3
425,1.27080529,19,3,0.202821076201111,-0.0461221247394533,-0.000431896603479721,-0.0849560443206838,23.6833874078993,4,1.5161824628322,0.274971652376843,0.17839026517147,0.532552083333333,1.56990245468149,9.62503734043867,0.164399329176114,0.17839026517147,6.29423076986365,0.47143,0.44737,0.40404,0.04762,1.03994,0.21054,0.59375,0,8.74370582560554,1.089,6,2.26499999999999,88.4293,15.9969290072398,0.233227521500051,10.2203160252965,0.395762464275441,0.747856390976671,0.10993198409813,0.586067246685062,3.4283468547473,0.570538945031639,5.28850817796254,0.578441087657132,0.12034,0.04596,0.06734,1.58333,23.2391945423107,1.109,4
621,14.3527322499999,18,2,0.347611192381799,-0.0724160231578043,0.13546967773124,-0.0797231644680634,39.6218682802071,5,1.64824144488967,0.224513414017739,0.28538610624262,0.429474618544807,1.76282396735859,9.79634041654177,-0.140832582746138,0.28538610624262,12.4263169295345,0.4927,0.43953,0.26385,0.03333,1.01584,0.33433,0.344827586206896,1,7.3520743525686,0.546,3,4.91499999999999,138.1332,34.9693807231831,0.0984477481737559,13.139200214079,0.268728739282632,0.297409508396028,0.0876305705105347,0.859693094659126,3.33881636808753,0.507227014860163,0.96988010938947,0.507227014860163,0.06463,0.01572,0.13853,1.275,33.0915421914567,1.399,3
580,2.00109316,21,3,0.416296596524401,-0.0722145880420403,0.121649716492829,-0.0838337019753106,37.0433677091758,4,2.26644364468718,0.472596168068873,0.246617542102472,0.465449656714537,1.71183266733305,10.081623654622,-0.230593104436448,0.246617542102472,13.2864761819385,0.47941,0.44468,0.35583,0.04412,1.00816,0.42287,0.454545454545454,2,10.6217590848835,1.089,6,3.718,146.3855,15.9969396379006,0.0831331878522603,11.9133973782632,0.555311212178927,1.02290852692412,0.238126910381148,1.12664782151088,5.3357947735796,0.460558631003352,2.27956251752563,0.517170375600522,0.05884,0.02729,0.10225,1.29412,34.2750590173351,2.163,5
151,0.0297562500000001,12,4,0.4258261478903,-0.18614884546079,0.0048550771418777,0.11063327644576,68.7159472347556,1,1.76794744275726,0.467015856763535,-0.11265315308222,0.517199126564206,1.24533239667609,9.98399578795853,-0.185686885865457,-0.253982951205173,3.95294636285174,0.50303,0.44194,0.40663,0.09091,0.93556,0.42365,0.444444444444444,1,11.518628469531,1.52199999999999,4,2.484,92.0529,78.9183374182165,0.124339219371837,10.956602641948,0.179152492855088,0.50776245483862,0.0580657514669359,0.833152052520324,4.15809223057335,0.515587816573817,5.88568901171579,0.575939132941973,0.08565,0.06727,0.25602,1.32955,17.2751332412059,1.714,3
354,1.05513983999999,15,3,0.334464925477657,0.0269383435577942,-0.125140924467466,0.0940017779253717,28.3963373157481,1,1.44913529307309,0.247599759942248,0.167425673973293,0.562071330589849,1.56674356470983,9.40269242882338,0.00790123456790115,0.167425673973293,4.16239659372482,0.47857,0.444,0.4063,0.08333,0.9901,0.28301,0.576923076923076,1,7.20334338699072,1.208,4,1.73099999999999,74.8229,34.9693802039986,0.182495820483303,10.1637133785668,0.327721082531464,0.625067800246382,0.0858757228818962,0.554022233820116,2.98585381076364,0.598204286344167,0.594115018320999,0.613837348439604,0.13571,0.05881,0.16031,1.56944,14.5670423450305,0.989999999999999,3
1379,1.39688760999999,16,3,0.57875460384324,0.105580420121214,-0.210726229110757,0.278219457613648,40.6588540873522,1,1.62024022306721,0.300349190096869,-0.222752739984882,0.399976442450513,1.72482043417504,12.5798122165532,-0.0025019815024776,-1.79169915805828,3.96314401291569,0.49467,0.44085,0.32345,0.06,1.06983,0.33433,0.45,5,8.81757757807654,-0.179,3,1.3,105.367,31.9730734158561,0.239377303749502,12.4333890454929,0.358304985710176,0.49789095789068,0.189401322408875,0.806889600705902,3.36743705934855,0.425490861468044,-1.79169915805828,0.455988494163097,0.08605,0.04158,0.13477,1.46,12.3939097881829,1.7,3
841,0.0416976399999991,9,1,0.171256590780477,-0.0417546884509515,-0.00435333073229817,0.00310561245315166,23.8544099393703,4,1.70908174930971,0.554412089261924,0.315021494708994,0.449255598072562,2.04506873582766,12.2841130479969,0.131527777777777,0.142430555555555,6.93229109704375,0.47879,0.44667,0.33228,0.0,0.69486,0.25341,0.372093023255813,4,9.33325826946399,0.197,10,2.82,86.3351,15.9949206805225,0.158798273771697,12.8331015322333,0.477947780494579,1.04229835105543,0.211226782041224,1.10007309332855,4.72929807096732,0.535371354560342,2.96215954900478,0.535371354560342,0.03928,0.02128,0.12658,1.14773,17.8805427288301,0.804999999999999,4
749,2.15208899999999,17,3,0.303453515075681,-0.0379439170891162,-0.0426238983978122,0.0678699619766376,28.3234071066228,5,1.8698446100754,0.590222938863038,0.12725103930461,0.428405257936507,1.61275846140925,12.9183484504913,-0.0424455546107334,-0.256527777777777,7.8318573888259,0.48077,0.44857,0.32,0.01923,1.0286,0.22574,0.545454545454545,1,10.9547089866603,0.546,8,3.575,110.542999999999,15.9969320173372,0.215046812215832,13.7841010511999,0.52445429755499,0.956305078156996,0.233498341336315,1.01497083289221,4.94959599280539,0.472760456034265,5.64312413391282,0.472760456034265,0.0838,0.01809,0.05333,1.40385,31.8661516109597,0.917,5
1671,2.89136015999999,21,2,0.36396727933936,-0.0662675706648728,0.127689145972602,-0.0760906098829058,35.2688986736348,4,1.77952372826212,0.354745037871115,0.299459809431269,0.453350173366825,1.77016373466984,10.0735510922637,-0.188501267701754,0.299459809431269,14.5169248058319,0.48384,0.44505,0.30063,0.0303,0.96768,0.22739,0.476923076923076,2,9.01884493998166,0.546,6,4.33,143.107199999999,15.9959313033672,0.0823447287856741,11.8819488989802,0.592768690744191,0.880298121473687,0.256931366625769,0.898552474560678,4.34033912774802,0.46191665569471,2.35283687804052,0.46191665569471,0.05623,0.01384,0.05219,1.29545,30.8333290893397,1.849,5
1209,2.04890595999999,19,0,0.374544323760873,-0.0812846831904425,0.253222090352201,-0.161962329485721,29.1598818076588,2,1.60856616756516,0.585440995518391,0.82767232510288,0.41108107103034,1.77301895128013,2.47310752078609,-0.0981520061728395,0.82767232510288,10.5820461605608,0.47778,0.44795,0.36434,0.0,0.94769,0.19371,0.510204081632653,6,5.47192993687936,0.003,8,4.196,115.1537,14.0100098698526,0.178492267183974,10.6452922823864,0.416151733061249,0.747194980876717,0.140153927968728,0.851143254794546,4.74611048179051,0.0,2.33143235071806,0.0,0.06314,0.0,0.07752,1.39815,19.8614661153916,2.374,5
1298,1.01123135999999,12,2,0.294740355164479,-0.131233278710401,0.0730413266383058,0.00437380874093539,27.0366714108083,1,1.06423511361334,0.366024898697103,-0.281200869236583,0.444372427983539,1.91734599395313,12.0335067082388,0.204837962962962,-1.53615226337448,4.76484436998719,0.49474,0.4434,0.31915,0.0,0.84387,0.16002,0.53125,3,7.3253901289588,-0.148,4,1.503,83.8671999999999,31.972071933388,0.23456739522387,12.7305372702471,0.185395405949299,0.176776695296636,0.0598527927327569,0.682755833391081,2.91859751504446,0.372044595616024,-1.53615226337448,0.427463742441421,0.08352,0.04912,0.07092,1.31579,15.7114158946808,1.14799999999999,3
1502,15.08079556,18,5,0.766831307799792,0.115882474470788,-0.0339998091723668,0.042523525721551,42.3784775948326,7,3.56784691842025,0.736093536041797,-1.07315450246441,0.531401788447243,0.905904317384781,13.0046728168853,-0.0703712208098445,-4.51014659586659,10.144949794905,0.45658,0.44167,0.3543,0.01471,1.25259,0.80085,0.450980392156862,3,13.5177453698596,1.134,5,4.343,130.3686,19.0012640059232,0.436830378255303,12.3182115298196,0.280068969573295,0.530843039610794,0.0923695758487856,0.965772751212054,5.96730668360807,0.536502863060368,5.3748741121992,0.713195023218768,0.12277,0.03395,0.1411,1.33088,37.3318520197162,1.157,4
1822,2.08196040999999,21,4,0.416822514220009,0.000810392367179255,-0.00437064292573873,0.0221024362257082,39.5856094818902,3,2.01585531804549,0.247193874599065,-0.155147873676532,0.519830430240801,1.68089135232221,11.3586477103676,-0.303218340576971,-1.65053380318969,8.05424584363528,0.48556,0.44286,0.34325,0.05,1.15137,0.38485,0.448979591836734,2,10.8520161511817,1.457,5,2.31,132.841799999999,31.9720725104969,0.223634368784056,12.9984377543992,0.446735636239961,0.786394545154457,0.237523441651095,0.908666147718384,4.30511197370024,0.497583126730862,-1.65053380318969,0.547657473484346,0.09949,0.04768,0.10297,1.45833,31.4119773099493,1.753,4
771,0.0466128099999997,6,2,0.178973991096594,-0.0392199276594313,0.0119498872187377,-0.00388133245482377,21.5489380710818,3,1.60774022673086,0.292930599473082,0.256519930503065,0.447419178319476,1.73698231607457,11.828853536785,0.134203514739229,0.15199074074074,7.14329892669479,0.48333,0.44286,0.25862,0.025,0.61983,0.27023,0.309523809523809,1,4.13085192089075,0.546,6,3.78299999999999,80.6255,15.9959236959848,0.155871401122478,12.4086937142811,0.3675295590052,0.829541740437973,0.19918720750256,0.956045267793335,3.54073708267757,0.506857301173453,9.69361088726889,0.506857301173453,0.03632,0.0227,0.12069,1.05,18.4031213013692,0.8,3
940,0.620156250000008,21,3,0.500694665289256,0.00140407555209541,-0.000361207861684323,-0.100082498853762,44.4033480104522,4,2.21997946327742,0.247193874599065,0.00492720425353776,0.455036391991868,1.70271214101924,13.2701108153639,-0.281983794984492,0.00492720425353776,15.7245633900191,0.48049,0.44261,0.27411,0.02439,0.95175,0.36722,0.452380952380952,4,10.8363838409368,1.285,6,4.92,168.1824,15.9969457733388,0.204923330112006,11.5676271673953,0.56752644813856,0.790521947059183,0.236772474189632,1.07339417135984,4.58262718969877,0.251954215905447,2.57541783481327,0.550623731729752,0.04556,0.03309,0.05922,1.18902,37.8117119925349,2.372,5
96,0.165323559999997,18,4,0.506449894359419,0.0335391056135237,0.0905555133347405,-0.0561256014219276,46.9455897831667,4,2.65444707824113,0.773179696177889,0.208455171151086,0.435114600513654,1.65270176828583,14.0463601805279,-0.214791884635218,-5.67562295265647,12.5146679654122,0.48559,0.44369,0.26716,0.02703,1.02604,0.4622,0.424657534246575,4,7.18721865149207,0.546,6,2.597,154.816199999999,31.9720728678957,0.244325754470891,13.8993153538477,0.392325676582165,0.573656930052557,0.190943619494394,1.18679190313502,6.18380718407714,0.446880412310398,1.74978074524881,0.446880412310398,0.0513,0.01347,0.08349,1.19595,33.4184250439569,1.603,5
1662,9.37890625000001,18,2,0.519506161580285,-0.194718662254156,0.295526059129001,-0.0677305996351195,33.2688986736348,5,1.15544216506292,0.224513414017739,0.659986841886227,0.470154298813179,1.95901790133651,5.95709159532346,-0.1659830457091,0.647013159232675,11.6269031550108,0.4828,0.44253,0.22717,0.01613,1.06537,0.06637,0.508771929824561,3,6.53404707780935,0.003,4,4.09399999999999,137.0212,15.9959302972144,0.15390354692388,12.6454733161879,0.38951955118123,0.297058001377808,0.1375713541465,0.601155264752396,3.11476336354409,0.0,2.35433503809135,0.0,0.06714,0.0,0.02673,1.40323,30.2817267591879,1.69,4
1166,0.0909022499999991,16,5,0.695749132481769,0.12972135002508,-0.178274946487919,0.105763530840462,41.0800391199841,2,2.20652351045275,0.945264959621256,-0.509498419483087,0.488942373480007,1.27230431678844,13.3909053291539,-0.0648679957146489,-5.74507567780425,6.59228192851895,0.47333,0.43953,0.27465,0.03333,1.17359,0.51863,0.339622641509433,7,7.41336936056615,0.759,4,1.537,122.2434,31.9720725341873,0.247731043369671,12.8553462438483,0.225659009915498,0.346540479111629,0.0722687067804111,0.797465898185712,5.70358102188361,0.379496241684868,1.42587716085822,0.468703785986971,0.072,0.03604,0.16432,1.325,19.2175467175294,1.848,3
1667,0.254116810000001,21,4,0.664833332100354,0.0173119853552576,0.124653791968826,-0.111550896089328,39.8178367447167,4,2.11285706159545,0.438078371204448,0.269482957579417,0.474810956790123,1.7509687758221,10.1638508916039,-0.194418427465068,0.251071034920145,13.3989855282245,0.47593,0.44694,0.33852,0.02778,0.9943,0.26107,0.5,2,12.3848470763268,0.546,8,4.104,149.2347,15.9979489849306,0.159564215350668,12.0244809160067,0.72541466653887,1.12284496393589,0.282933303759013,1.01640360475843,5.23989599866444,0.453652192884792,2.31335464070114,0.453652192884792,0.06105,0.01371,0.04864,1.27083,34.2141890110594,2.304,6
727,0.87347716,18,3,0.366791696254882,0.117816737130418,-0.160729197410554,0.0952269467602336,28.0433677091757,3,1.65307699700652,0.379716690247958,-0.24116402116402,0.493500369822485,1.47652263374485,13.0981018518518,0.0960370606575963,-0.24116402116402,6.66312418770449,0.472,0.44493,0.37288,0.04,1.15519,0.28302,0.564102564102564,3,9.39610206623526,1.089,5,2.235,106.065999999999,15.9969328031305,0.246013476344386,11.2858300650037,0.29650651706041,0.508350011927547,0.0951198827958309,0.61635190606436,3.92367195599401,0.499881348659757,1.42188586545729,0.5913953532165,0.10607,0.03881,0.08474,1.52,25.9437436144371,1.794,4
1584,11.07691524,18,3,0.335279705543499,0.0281122646690244,-0.0462866133507154,0.0836317001611458,36.0363570144716,4,1.78934220179298,0.300349190096869,-0.252744499034181,0.446058599108367,1.54135288065843,12.5296745438303,-0.115250929075334,-0.299263108535596,8.4805369791911,0.48901,0.44444,0.35393,0.03846,1.01628,0.3167,0.534883720930232,1,11.0472956894756,0.546,5,3.22799999999999,112.905299999999,34.9688537976967,0.274451115171943,10.8706190500093,0.29650651706041,0.536010620699252,0.101519459399423,0.877144591228899,3.81656396508188,0.475472234448229,0.808662988576355,0.475472234448229,0.09186,0.01907,0.10861,1.39423,30.0129805833888,0.926,4
890,0.106275999999999,15,3,0.256766134304527,-0.0585987205866429,-0.0958275949190473,0.066548335729896,25.0433677091758,2,1.52405025020362,0.330933093275581,-0.0184106250524902,0.550349348072562,1.29825577916351,10.085530281557,0.0179492630385486,-0.0184106250524902,5.93477234331478,0.46818,0.44194,0.37864,0.06818,0.96182,0.31749,0.375,2,7.76200963023617,1.632,4,2.667,89.5508,15.996930510121,0.0973664596492593,10.7172847529109,0.348110351317272,0.704958040578128,0.107157705421613,0.549120588227122,3.43166378562213,0.478942940602166,1.84740457294028,0.586018731949468,0.07297,0.06491,0.14563,1.36364,19.3541184961625,1.295,3
938,1.42515844,21,2,0.266918182495979,0.00340449915022524,-0.00626188049302865,-0.0369742010756758,32.2688986736348,4,1.81173117281356,0.247193874599065,0.02327806122449,0.457257087924701,1.69514352320358,12.8459888581235,0.0889949198228419,0.02327806122449,11.1168376793456,0.48222,0.44286,0.31106,0.01667,1.01047,0.3167,0.482142857142857,3,9.03674784125988,1.285,5,3.458,130.930799999999,15.9959297890853,0.20485221268344,11.3494929007245,0.48075632711195,0.697091191121911,0.161437049246966,0.847238906607444,3.76074584774708,0.274418619299571,3.14096986016628,0.573223289898415,0.06736,0.04343,0.08064,1.36667,30.5044175820446,1.519,4
229,0.291276089999998,18,4,0.496612507201655,-0.100260487260276,0.099016717708926,0.0389972321742497,37.4578564434402,3,2.06132528747038,0.379716690247958,0.199293363976433,0.466915024748441,1.69836388054426,10.0300131971187,-0.432597886844473,-0.225701118282738,12.0866419504891,0.47745,0.44468,0.33265,0.04412,0.93959,0.33355,0.462686567164179,1,13.8848426450581,1.089,6,3.205,140.2994,15.9979459527319,0.116283772200797,12.2585029038644,0.382131042189261,0.62797957234872,0.178310613308959,1.04086854469005,4.8055287530109,0.473939473536443,2.47642667705306,0.503932239993167,0.05394,0.02789,0.07187,1.19853,34.3148157968123,2.006,5
872,5.62543524,15,2,0.47010899441118,0.00897142904796729,-0.145350552490566,0.125331073852114,30.7750310907628,3,2.69427999721416,0.701089733353448,-0.806603573528177,0.613593749999999,0.990139413790207,13.3326431861388,0.0899631519274376,-4.53498612948265,8.13300804770708,0.45099,0.44118,0.36032,0.04167,1.13971,0.58933,0.405405405405405,2,8.50727594495673,1.089,4,3.104,91.5850999999999,19.0004137691757,0.418266241932147,10.8098351290549,0.337915716924368,0.673314545154552,0.105223948691873,0.672246069127196,4.69509647790235,0.498829128873771,1.20117772108843,0.599925986311267,0.1191,0.04896,0.18698,1.33333,17.8443939901758,0.897999999999999,3
122,0.408832359999998,18,4,0.599482657632549,-0.210365903440305,0.179793527816406,-0.00607803072038192,45.0876536209329,2,2.03332406564793,0.474329884407279,-0.546848171456228,0.494143321680524,1.35886230822231,14.7351161665013,-0.381857146103732,-2.03080748935925,10.6330437598069,0.48095,0.44468,0.33023,0.05882,0.95217,0.33355,0.5,1,13.2124875018933,1.089,6,3.08,140.058199999999,31.9720727386536,0.235315679814347,13.3820779932566,0.379839850393743,0.635840013119659,0.197112497059765,1.08912043629394,5.09344897685563,0.511962951991006,-2.03080748935925,0.521533808398307,0.06695,0.03014,0.05824,1.22059,30.4969088866389,2.157,5
297,0.328787559999999,15,4,0.484463744282955,-0.128815407910258,0.0912516064710835,-0.128358521886584,68.8580110725218,2,1.67172239789233,0.588247120919325,-0.708081918724279,0.610821759259259,1.20828514739229,13.4643956052928,-0.0746296296296296,-0.708081918724279,5.31380987713799,0.49773,0.44237,0.43052,0.11905,1.02421,0.40681,0.483870967741935,0,12.1514182750851,0.979,4,2.714,87.581,78.9185182074145,0.153856066819431,11.0730094658036,0.280068969573295,0.703303816383264,0.0862926309525694,0.753533327435847,4.4598005152521,0.518316562736205,5.21349300831443,0.641510433259621,0.12693,0.05237,0.26651,1.46429,15.6776278845691,0.920999999999999,3
1046,0.557411559999998,18,4,0.587073309588376,-0.0998099287891428,0.149041662716071,-0.0416662993691188,38.4578564434402,5,1.8523655901216,0.395762464275441,0.201419318543556,0.478135290694334,1.69654978909161,10.0571775428567,-0.416972886844473,-0.271025192356813,11.7455305337827,0.47809,0.44737,0.32271,0.02857,0.96806,0.15491,0.515151515151515,1,15.1554113351513,0.546,12,2.993,144.5749,15.9979469689747,0.19173373420824,12.6345503033759,0.382131042189261,0.590285897906594,0.173400149550719,0.878587302758391,4.73663397621828,0.483417784210854,2.48864417673435,0.483417784210854,0.06155,0.01386,0.01992,1.22857,39.4894673817975,2.001,6
1250,0.837408009999997,19,3,0.738206682560794,0.0229140701973557,0.150976434476297,-0.108713311657206,42.2510616514552,3,2.09065053187337,0.365450890140006,-0.194905152717652,0.435596881614843,1.69056406416254,12.9193560391328,0.000906138440244896,-1.55836268564901,7.05338720251102,0.47917,0.44545,0.35217,0.03125,1.03757,0.32921,0.509090909090909,7,11.1068190369166,0.455,7,-0.12,129.465,31.9720726207253,0.237086771957184,11.4417763134929,0.497824536891407,0.787610489125444,0.219545670239515,1.04601562416136,4.79222814442107,0.430821329686093,-1.55836268564901,0.460286641159049,0.06766,0.03192,0.07609,1.35156,23.2224491141349,2.839,5
1021,0.547896039999999,15,6,0.584555125763559,0.000387871740944365,-0.268911713449958,0.334579048944992,26.6468142132456,3,1.65022986885941,0.386820052826094,-0.242026932686654,0.632219505857898,1.13645171957671,11.4272800925925,-0.0713194444444447,-0.242026932686654,3.03212561639443,0.45454,0.44194,0.45,0.09091,1.13299,0.36881,0.441176470588235,1,13.2179863820279,1.632,4,1.378,86.5983,16.0007977380741,0.153360358752085,10.136148428661,0.325429890735946,0.75866803575312,0.0998678952529986,0.588470594571819,3.93161643972906,0.510232662509448,5.04028657855091,0.613411084341143,0.11495,0.07309,0.18333,1.47727,18.1499068923284,1.663,3
