,ALogp2,naAromAtom,nO,ATSc1,ATSc3,ATSc4,ATSc5,ATSm1,C3SP2,SC-3,SC-5,minwHBa,minHaaCH,minaaCH,maxHBa,hmin,gmin,LipoaffinityIndex,ETA_AlphaP,ETA_Epsilon_3,ETA_Shape_Y,ETA_BetaP_ns_d,ETA_EtaP_F,ETA_Eta_B,FMF,nHBAcc,MDEC-33,MLFER_A,nTRing,XLogP,ALogP,AMR,BCUTc-1l,CrippenLogP,SwHBa,SaasC,minHBd,minHBa,minaasC,maxHBd,maxaaCH,maxaasC,ETA_dEpsilon_B,ETA_dEpsilon_D,ETA_BetaP,ETA_EtaP_B_RC,MDEC-22,MDEC-23,MLFER_BH,MLFER_S
573,4.08080400999999,22,2,0.261398606655739,-0.0692616899974901,0.0295369478525143,-0.0889676963068609,28.410962511401,4,1.69891184902842,0.441638319043509,-0.68855169228185,0.482610671104989,1.26258487654321,13.7443413260621,0.00452026643990921,-0.68855169228185,9.02798321586302,0.47409,0.44493,0.37967,0.06,1.14907,0.29986,0.564102564102564,1,11.3524198183197,1.089,5,3.02299999999999,2.02009999999999,107.500099999999,-0.360720910680084,5.28218,24.4195201438906,2.11425918551279,0.517553711395026,9.40232152574324,-0.68855169228185,0.607073184301268,1.97222794364659,0.973148410598807,0.11709,0.03866,1.55,0.02575,15.8078582137208,30.0163554506399,1.283,2.58
259,0.512799210000003,18,4,0.566699959810442,-0.139090489085823,0.115605277991181,-0.0225764892094652,40.9599005824829,3,2.57919398967117,0.745496356965444,-0.645910354224817,0.487436342592592,1.33150952335836,14.9655774218788,-0.423625171525604,-0.645910354224817,12.7761251933386,0.47275,0.444,0.40543,0.05556,0.98134,0.58468,0.428571428571428,1,18.2965532835678,1.089,6,3.883,0.716100000000002,146.6844,-0.360792053265603,5.82949,20.4722796226263,2.62658730338411,0.485292867835339,2.50222883124807,-0.645910354224817,0.504114007689353,2.00500102355757,0.951501637692114,0.05546,0.02775,1.18056,0.02819,15.9425060484798,36.2579266853051,2.016,2.646
1179,0.572594889999996,10,4,0.773218278716554,0.317874761154831,-0.340331675634984,-0.0298788246948202,45.7933034241697,1,1.7835475096926,0.293217603751631,-0.558573980753463,0.473424924275393,1.51826426573609,12.8783946200799,-0.0777672395162023,-1.93684708108208,4.0814848817861,0.48621,0.43976,0.31206,0.0,0.96598,0.40248,0.428571428571428,7,6.74604474647436,0.855,4,1.064,0.756699999999997,114.6675,-0.320643844059508,2.35517,16.0627203609221,3.77048397190914,0.509899339807747,-1.93684708108208,0.605744371247444,0.553015940363748,2.02516018387279,1.40132385751974,0.05811,0.03737,1.24138,0.02278,5.80044281894746,14.0441253219073,2.427,2.94299999999999
885,3.53853721,21,3,0.298532812305186,-0.0684755774617293,-0.114594813197846,0.0749288226542451,44.4692675248733,2,2.15392650550319,0.470227867507653,-0.0320785936688345,0.448167009602194,1.30481388554507,10.2933538200373,-0.0254603734497914,-0.0320785936688345,6.72977473842658,0.48956,0.44444,0.42424,0.09615,1.17783,0.47851,0.552631578947368,2,13.195888269639,1.632,5,3.15599999999999,1.8811,112.8326,-0.361325223985833,5.96448,22.4697353207193,4.83584479968776,0.449662217739176,0.666585283585143,-0.0320785936688345,0.566124595580163,2.15001424116563,1.29015466846365,0.13045,0.05917,1.53846,0.03163,7.90423334343498,25.4483106894491,1.686,3.216
1411,4.74455523999999,12,4,0.949239334925433,0.118414784260956,-0.154192353340957,0.206690514350873,43.4517222002947,3,3.08316888610305,0.613663419223244,-1.08320672323107,0.623213144053917,0.71171521768737,13.3217501525011,-0.0878659218316957,-4.71304002851174,6.43290148017422,0.45944,0.43976,0.33774,0.03448,1.1739,0.708,0.475,4,8.62753032228243,0.886,3,1.869,2.17819999999999,107.6264,-0.346077533197092,4.79978,9.60923457858306,-0.965107943040682,0.600978443183928,-2.07741451166158,-1.08320672323107,0.600978443183928,1.54581931846812,0.557799344389577,0.12364,0.02193,1.34483,0.03331,7.192513290946,19.113306214881,1.177,2.871
892,1.68169023999999,15,3,0.541693429980986,-0.146970754169554,-0.0529898360212267,0.218450225729466,30.5495001263037,2,3.08471042198344,0.330933093275581,-0.308672524565381,0.634445979780801,1.07376696743512,12.7079365534857,0.158782596371881,-4.48741951950533,5.83927265481454,0.44161,0.44154,0.38397,0.06522,1.12177,0.67105,0.441176470588235,2,7.76200963023617,1.632,4,2.74199999999999,1.2968,84.2635,-0.361325329416034,4.24118,7.70493365247333,-0.372199362769797,0.51980713813303,0.718932350718064,-0.308672524565381,0.613624333418705,1.42278911564625,0.180013227513227,0.12726,0.07848,1.3587,0.04039,5.57206149892425,17.2834916865526,1.175,2.109
777,0.740460249999998,9,1,0.17961550724517,-0.0431703022138429,0.00695708127121284,-0.00662943727307434,21.4944296380939,5,1.70908174930971,0.554412089261924,0.323347741874527,0.438263888888888,1.92318735827664,12.1418680713025,0.128472222222222,0.172499999999999,6.51801050949546,0.48167,0.44815,0.36332,0.0,0.72285,0.25341,0.421052631578947,3,9.33325826946399,0.197,10,2.707,0.860499999999998,83.1873,-0.294116769237801,3.22108,13.7835163926681,2.66060185185185,0.490988638510959,3.04811248110355,1.28361111111111,0.490988638510959,2.17131944444444,1.37699074074074,0.04821,0.02278,1.2125,0.02987,6.46257423471451,17.9556015140439,0.716,1.712
345,0.00910115999999986,15,4,0.372359720035052,-0.023323624862326,-0.011283048907222,-0.0710715862166923,21.4578564434402,1,1.42674632205251,0.333333333333333,-0.238330236415553,0.611342592592592,1.35814043209876,9.42095511043923,0.0488888888888886,-0.238330236415553,3.12412018780969,0.45741,0.444,0.4251,0.08333,1.01212,0.28301,0.555555555555555,1,6.86643562625151,1.381,4,1.502,0.0953999999999992,71.7122,-0.360811113697585,3.36187,10.4929912026539,0.509955593348451,0.612570625472411,5.46592403628117,-0.238330236415553,0.639191940665155,1.63684130133534,0.542583144368858,0.1284,0.08466,1.56944,0.03006,4.18888934843988,14.7369720114106,1.068,2.515
20,0.000924160000000127,12,3,0.460205731376969,-0.126503941135931,0.16122553287772,-0.0797429463333736,40.8111404463493,1,1.70379700044522,0.219416096821287,0.383306758704806,0.430391786344167,1.76271349531484,9.98783838125346,-0.436881239074254,-1.333489315176,12.5406399554638,0.49167,0.44545,0.27966,0.03125,0.65718,0.17174,0.462686567164179,1,8.52991034467666,0.546,6,5.446,-0.030400000000002,130.5706,-0.36052768735834,5.89418,19.4043333044061,4.99171191336995,0.464750571668507,-1.333489315176,0.383306758704806,0.464750571668507,2.22251464474678,1.35362327064305,0.03575,0.01493,1.03125,0.0188,28.2994393702848,29.3738586216194,1.801,2.288
745,0.398792249999998,6,2,0.200904166913959,-0.067108090923785,0.0320575683639508,-0.00198380969624767,64.8070288623972,3,1.72559135692861,0.443300978150812,0.350213241160661,0.43865374622071,1.77012017615688,12.18066680839,0.106383744855967,0.0426335611405057,5.98055729633828,0.525,0.44286,0.28571,0.025,0.53938,0.34272,0.333333333333333,1,6.63197570786509,0.546,6,3.545,0.631499999999998,85.3232,-0.360732570505117,4.64498,11.5394159947929,2.85774205824305,0.498773384353741,9.73946802563618,0.350213241160661,0.498773384353741,2.03323648904006,1.257016723356,0.0419,0.02286,1.05,0.03004,11.1422394347239,18.2936843457772,0.777999999999999,1.807
694,6.04274723999999,12,3,0.304222322046762,0.0668612062774719,-0.0617590542683865,0.0861924450662711,21.3234071066228,6,1.62964688051006,0.588305957770552,-0.349629629629629,0.461825042517006,1.63777399848828,12.1809674981103,-0.0258333333333333,-0.349629629629629,5.7866536292202,0.47368,0.4434,0.5,0.02632,0.92329,0.41115,0.424242424242424,1,15.4853308170609,0.546,6,2.62599999999999,2.45819999999999,78.3222,-0.36009751241912,3.72816,12.5468994079113,5.5347406462585,0.531739024313429,5.40680555555555,0.139172335600907,0.531739024313429,1.99874716553288,1.03110166288737,0.08,0.02605,1.34211,0.03522,2.06597966238491,12.5987820567028,0.897,2.325
1808,3.81655295999999,21,5,0.431783386224278,-0.0171951594661131,0.0109545134003662,0.0191216927207588,41.0000982161547,4,2.22718018345068,0.413860541265732,-0.912092318120976,0.5208491192746,1.66703639129726,11.2380458585157,-0.315016180083144,-1.67993486005966,7.81243546615443,0.48387,0.44253,0.36667,0.04839,1.141,0.47417,0.431372549019607,2,12.4545369783789,1.67699999999999,5,3.165,1.95359999999999,136.128399999999,-0.36137987674825,6.70776,28.0440713111678,4.91651736501418,0.496384876229562,-1.67993486005966,0.214798542873939,0.617512433176127,1.89236277493714,1.17473963116008,0.0975,0.04696,1.41935,0.02639,15.6173000658294,33.4274410429221,1.487,2.877
1148,0.257251840000001,11,1,0.415241775748628,0.0304383887575792,0.0317153626330044,-0.0504038956664461,78.6002340704122,1,1.91273189814402,0.73672640820605,-0.119785217488139,0.382705119180362,2.22970589221338,12.4076702853688,-0.211944701588079,-1.19085602802506,8.15869575077416,0.52222,0.444,0.23404,0.01852,0.73924,0.33189,0.442307692307692,5,2.44116173420836,0.3,4,2.319,-0.507200000000001,108.700399999999,-0.289711040138451,5.09737,16.6100255301089,5.31554287828517,0.452929003660511,-1.19085602802506,1.18337618219923,0.452929003660511,2.44095432135204,1.51329653858257,0.0383,0.03448,1.12963,0.02503,19.0795788336135,15.4131274058439,2.014,2.861
878,2.35499715999999,15,1,0.141907499276329,-0.0549838699677023,0.0086554199505839,0.00371696986422165,21.4944296380939,3,1.24098736641068,0.303080834149578,0.279839773872512,0.443300736961451,1.70417115457294,9.42478818843627,-0.00816184807256248,0.279839773872512,8.34996045127067,0.48167,0.44286,0.35294,0.025,0.87828,0.21133,0.394736842105263,2,6.10058838891113,0.546,4,2.652,1.53459999999999,87.7101999999999,-0.360455091705295,4.6711,19.4578954868984,3.54269292747963,0.582963176393912,2.09013605442176,0.279839773872512,0.582963176393912,2.12180041152263,1.24396143025111,0.06417,0.02278,1.375,0.02347,9.43266217932293,17.9267444030987,0.733999999999999,1.657
129,4.04774160999999,18,2,0.401464060941813,-0.0913557706400696,0.161956462023298,-0.0771680129401591,43.9818485814836,3,2.29519676554468,0.68336326640464,0.340906974832468,0.40814210710522,1.81983764597636,10.1264146136523,-0.235915867088681,-0.331019081052224,14.5508922247307,0.49062,0.44468,0.25778,0.04412,0.9406,0.37819,0.462686567164179,2,5.04185001892446,0.546,6,4.021,2.01189999999999,146.3824,-0.360541543812,6.56038,31.2032480730793,7.65460639988871,0.437027642960592,0.869043489875962,0.340906974832468,0.437027642960592,2.26020544433027,1.42639494316744,0.05253,0.01397,1.20588,0.02377,33.1010674264158,28.3623924233828,1.682,2.662
1325,0.463080249999998,18,3,0.536294606190896,-0.0271238115555274,0.158138601812215,-0.256862374593501,33.7563176170245,2,1.56183487355559,0.284517796864424,-0.283925039037105,0.472925292545001,1.57292155458013,12.1891709708574,0.000385408793146746,-0.283925039037105,6.48555399552401,0.47888,0.44603,0.36316,0.02174,1.02782,0.22738,0.617647058823529,3,8.25064798207175,0.371,7,1.351,0.680499999999998,93.0526,-0.320617277406188,4.09837,20.3055417913161,2.24057426090307,0.502091443058704,0.788361072535789,0.25196837994457,0.502091443058704,2.10733435748376,1.29535847281421,0.11692,0.02352,1.54348,0.02484,7.42746010354556,18.2004475578704,1.068,2.767
34,9.93636484000001,6,4,0.437563838680431,0.00586318900395972,0.0307030607561341,-0.0383026547540538,49.5856094818902,2,2.62271327293662,1.10992743877095,0.271667749746497,0.371211439753891,1.80211962229892,12.1500762381582,-0.0197797922089293,-1.31308216594073,14.053336594891,0.48917,0.44035,0.27598,0.0125,0.46186,0.64015,0.178947368421052,4,12.6998310055092,1.236,10,6.88099999999999,-3.1522,150.1158,-0.392176002651715,7.47399,8.56884399114395,2.54469748379661,0.0297754347651471,-1.31308216594073,0.271667749746497,0.386097425301754,2.07895028895853,1.2728419529838,0.01234,0.03442,0.78125,0.0246,0.0,31.4918460384133,2.148,2.691
1282,2.20819599999999,17,3,0.508772767110192,0.0169353736593343,-0.015809403501692,0.0523939986220006,28.4033480104522,2,1.84087397591805,0.201184463531091,-0.283156019498912,0.500153467945363,1.74450283971613,10.9969846984806,0.0781400410255929,-0.283156019498912,6.99475300058645,0.468,0.44085,0.34188,0.06,1.06002,0.40601,0.452380952380952,4,5.97445690302095,0.455,3,2.004,1.48599999999999,101.5595,-0.339123306758251,4.96948,19.4971621332139,3.56080786635358,0.499413725617678,2.68217383186639,-0.283156019498912,0.582899308158372,1.94541448848149,1.12872566876332,0.08459,0.04,1.5,0.02656,8.02261795460486,17.7732051942615,1.343,2.963
798,0.355931560000001,9,2,0.572971039163248,0.0375894208996595,-0.0870478013625008,0.0691368204222835,30.7750310907628,5,3.03516512032051,0.984192823192917,-1.16153250188964,0.592706916099773,1.44682681405895,13.6027291194255,0.0365561224489794,-4.77728174603174,7.05398342143802,0.45099,0.44545,0.36956,0.0,1.01042,0.60453,0.432432432432432,4,12.450393483284,0.197,10,2.437,0.596600000000001,84.8648,-0.294300694126354,3.40368,3.51439696712018,0.463587962962963,0.55885900888133,2.72446086073318,0.218634259259259,0.55885900888133,1.59748299319727,0.244953703703703,0.08078,0.02546,1.19792,0.03952,4.31768470921167,17.0802135206463,0.929999999999999,2.053
535,1.79935395999999,18,2,0.28739367190471,-0.0166043954176305,-0.00577152978022146,0.0759995327271444,33.2688986736348,4,2.08263537520479,0.365693494702146,0.282747664885527,0.373661659108087,1.71312754828052,10.0683064044017,-0.14890846597286,0.053415900310741,12.4038860897811,0.4828,0.44588,0.35412,0.03226,0.95372,0.33355,0.459016393442622,2,9.64339380660624,1.089,6,2.765,1.34139999999999,132.6307,-0.361366936051211,5.07189,29.1153973193223,6.7118451432272,0.455612196499434,2.3647582829428,0.282747664885527,0.459142803473628,2.3062071680524,1.43286535756277,0.05503,0.0288,1.24194,0.02463,27.4447848772667,38.1177304578518,1.774,2.605
1517,4.55480963999999,18,6,0.766306249885343,-0.000810210918442298,-0.168244623864452,0.230179880596542,40.6509024913309,5,2.73400682534624,0.555777911288278,-1.0950038545902,0.603006118635853,0.972241698856473,14.2067900131836,-0.258237630700428,-1.0950038545902,8.94911349479441,0.45671,0.44194,0.43128,0.06061,1.28627,0.69083,0.46938775510204,3,19.2225828548352,1.134,5,2.865,2.13419999999999,127.805399999999,-0.357586482257082,4.4768,11.8812612876179,-0.538092360935767,0.57970195334737,5.2994053621992,-0.947099251180794,0.723658745404265,1.59485559422473,0.590511916301058,0.12665,0.03468,1.40909,0.03136,11.4247139468403,32.4555798320339,1.45099999999999,3.536
1023,0.414607209999999,12,7,0.660502311492451,-0.122308406149629,-0.250332780622857,0.436899569671734,37.4212832487866,6,3.73310755701403,1.16518323821577,-0.470556972789115,0.605975346252673,1.2592750201805,13.4448546154572,-0.33259491267811,-1.14032993869634,5.12200658387445,0.46354,0.44222,0.4382,0.04688,1.03842,0.92899,0.327586206896551,2,22.4500543333867,1.21899999999999,7,3.34099999999999,0.643899999999999,126.8807,-0.387320326698988,4.21536,9.07947931509651,1.17247114339407,0.28886928382464,5.83225718065003,-0.36959402526953,0.563663493227366,1.48121946462494,0.624337469555723,0.06772,0.06308,1.16406,0.03978,4.62067685412404,24.2246748731544,1.66999999999999,2.849
1780,0.00117649000000023,12,2,0.232267518139569,0.0313402212132079,-0.0197669704965579,-0.00680379822777572,34.9089183723583,5,2.0786115937743,0.259259259259259,-0.0342381656804731,0.413782059215636,1.80578599467065,12.0013072050183,-0.00611201562063201,-0.0342381656804731,13.1633697487125,0.48687,0.44505,0.34232,0.01515,0.80465,0.31238,0.338235294117647,2,14.5908175033162,0.914,9,7.669,0.0343000000000034,137.392499999999,-0.360498762646416,6.44817,26.6803430363576,3.78887935972961,0.362385104695242,2.92849784235166,0.311001125796394,0.480267175446896,2.20328876921138,1.24325054706863,0.04239,0.0262,1.10606,0.01468,27.7212276594771,44.4722662570164,1.127,2.61
515,5.74512960999999,16,1,0.0549916452465604,-0.00919596574631571,-0.00067822936282844,-3.8875454111984e-05,17.7744690355409,4,0.955341801261479,0.166666666666666,0.308066368522718,0.4575,1.71282123960695,9.49170382968002,0.265306122448979,0.308066368522718,7.8383582377488,0.4902,0.44468,0.3,0.02941,0.91663,0.08753,0.551724137931034,0,4.03969545543756,0.546,4,3.92399999999999,2.39689999999999,79.2738999999999,-0.360423890636038,4.63139,26.8416295036533,2.6705134584698,0.570348403250189,9.49170382968002,0.308066368522718,0.570348403250189,2.10586734693877,1.19235449735449,0.09277,0.02473,1.54412,0.02033,15.9782683099187,19.6016677991835,0.575,1.659
1519,25.6542249999999,18,6,0.919868003534483,0.284799302397934,-0.0492435480994831,0.036900107408468,45.1529466303736,7,4.00499765054638,0.469747500816245,-1.07270966470737,0.53047935387424,1.11298765071811,13.0334582684295,-0.0983881961184869,-4.84722254933637,10.6512578611535,0.45436,0.44118,0.36681,0.02778,1.26101,0.91705,0.418181818181818,3,16.1660570327039,1.134,5,4.71399999999999,5.06499999999999,137.1906,-0.360447662758543,5.67399,18.9311110617152,2.59104127901258,0.473807469321018,3.92203494997995,-0.42708510285579,0.707978343000929,1.77707834416799,0.790164779971778,0.11607,0.03267,1.3125,0.03503,16.9495042035075,37.0883107784562,1.36399999999999,3.323
1156,2.57249520999999,12,7,1.10466165337254,0.481752078887887,-0.276504544815396,0.0252395717637117,40.501224152616,3,2.09548608399022,0.522585730403683,-0.549206917625536,0.531049283948355,1.42707855322457,12.7084093037284,0.122585374032762,-0.549206917625536,5.8600975247412,0.45686,0.44167,0.34764,0.0,1.01813,0.45734,0.457627118644067,8,7.67276669835811,0.068,6,0.783999999999999,-1.60389999999999,120.7289,-0.316760773174982,3.79617,11.5230027709423,3.14740140855215,0.392421811200194,1.13874511003173,0.249630039632361,0.501412196397939,1.87784829018189,0.922417987662873,0.05777,0.03295,1.19853,0.02357,14.1054920143686,23.3100405512578,2.322,3.23
1109,0.242063999999999,21,2,0.435544970300283,-0.0362288858417034,0.136047111812275,-0.068270705369702,34.6288789749113,2,1.6426291940878,0.247193874599065,0.256746877787363,0.47778336797682,1.70341762722811,9.66774600834012,-0.172328428195581,0.256746877787363,12.9045143335055,0.48021,0.44545,0.27983,0.03125,0.97332,0.1549,0.508196721311475,3,5.68400194438833,0.546,6,3.065,0.491999999999999,135.5273,-0.360546221198862,6.41838,30.1022376112001,4.24405506114179,0.544135624130683,2.23009311386819,0.256746877787363,0.544135624130683,2.13055812757201,1.19126103984599,0.06048,0.01471,1.33594,0.01828,31.7569740426652,27.590517070973,1.976,2.816
258,0.026082249999999,18,4,0.570299186633074,-0.134738091274558,0.122715217666432,-0.0320491756525071,40.9599005824829,3,2.17583085062411,0.553046267235569,-0.643162150365693,0.490624803162005,1.3334080258149,14.9547834419082,-0.418515046607787,-0.643162150365693,12.7782958824818,0.47275,0.444,0.34667,0.05556,0.97314,0.40603,0.457142857142857,1,17.3302079608739,1.089,6,3.679,0.161499999999997,143.3388,-0.360793009626943,5.83269,20.528388636729,2.6606705770601,0.487024680386068,2.48139549791474,-0.643162150365693,0.505845820240081,2.00776722726127,0.957339151582478,0.05546,0.02775,1.18056,0.02322,26.3096895759363,33.8280709488684,1.98,2.724
1730,8.84586563999999,18,3,0.332141823168224,-0.0116636423532891,0.0283247807179519,0.00557413424562607,31.6833874078993,4,2.2106457761818,0.68336326640464,-0.960827173367115,0.447939814814814,1.74557889501071,10.7887035554971,-0.181751740047871,-0.960827173367115,10.8650970544103,0.47931,0.44321,0.28058,0.01724,1.08015,0.43383,0.423076923076923,3,4.86735580865639,1.134,5,3.136,2.97419999999999,126.480499999999,-0.360500893246075,4.82067,31.4225129386705,5.69349189854049,0.465148736227188,2.39729738809103,0.285571184277339,0.689448681877763,2.11867303081318,1.16595474300831,0.07639,0.03181,1.34483,0.02682,26.6594909944217,27.9759443147885,1.23,2.427
1955,6.87540840999999,24,7,0.616123281188342,0.0643104826676859,-0.24964960169151,0.15080909009868,60.2619861950854,6,3.79370590563493,0.581694944163248,-0.0216758147855886,0.496214612902774,1.27074567570425,13.6194035831934,-0.432351106302415,-5.87483801336187,9.21617559674267,0.4849,0.44513,0.3521,0.06098,1.26242,0.75625,0.53030303030303,3,17.3066455566966,1.632,7,3.386,2.62209999999999,170.7164,-0.363949447254393,6.41717,36.5467931024625,4.91034861762817,0.503265848051183,0.686186794901362,-0.0216758147855886,0.527354705979552,1.94156574448301,1.18015072427761,0.10254,0.03778,1.39634,0.03103,24.3385184399308,46.8409295626814,2.03299999999999,3.736
1275,0.48344209,21,2,0.526033194085683,0.0431275824291905,-0.183751904938208,0.220607444944541,73.3890139052693,2,1.76695323077239,0.365450890140006,-0.397679514506748,0.552205504115226,1.35768346941319,13.9172261300123,-0.0114825649038312,-0.397679514506748,7.81629166108744,0.49945,0.44444,0.34654,0.05769,1.10998,0.3167,0.621621621621621,4,9.44186979747024,-0.088,5,1.547,0.6953,107.5682,-0.288550603710184,5.99186,19.8111304658291,2.35694796888894,0.488083401570504,2.82928046527252,-0.397679514506748,0.488083401570504,1.86110075190161,1.13577118719136,0.12661,0.02039,1.57692,0.02541,8.72719670934753,21.303322388608,1.227,3.316
60,8.29843249,18,2,0.111232714974139,-0.0187392485008031,-0.00217517839973194,-0.00324283814046975,25.5489380710818,5,1.32454414378869,0.224513414017739,0.251449724951709,0.442893518518518,1.70239969135802,9.60912227237849,0.190334467120181,0.251449724951709,9.19236293966515,0.48611,0.44118,0.3,0.04167,1.02931,0.22817,0.454545454545454,0,7.3520743525686,1.089,3,5.032,2.8807,110.646999999999,-0.361398870382761,5.54588,30.9303097195413,3.76172881498278,0.54177544194522,9.60912227237849,0.251449724951709,0.54177544194522,2.11077160493827,1.17699074074074,0.07907,0.03568,1.41667,0.02026,21.9286182235911,29.7625003269098,0.835,2.053
435,1.44696840999999,19,3,0.304922759187967,0.0168157953504403,-0.0411024387202965,0.0215136922946799,23.6833874078993,3,1.5161824628322,0.274971652376843,0.157585224019207,0.522222222222222,1.56788838836728,9.56974230577089,-0.0380839002267574,0.157585224019207,6.08844247428026,0.47143,0.44737,0.40404,0.04762,1.04897,0.21054,0.59375,1,9.10274815715849,1.089,6,1.874,1.20289999999999,88.3037,-0.361350845741256,4.80947,20.5707755156699,1.72445290793595,0.569982959035312,5.76270431783824,0.157585224019207,0.596030252665804,1.92364659444024,0.850175736961451,0.12034,0.04596,1.59524,0.02641,9.12664591633046,22.2382655969167,1.096,2.459
619,8.46169921,18,2,0.401924791481052,-0.0903145409709987,0.118174788057264,-0.0765684917317983,33.2688986736348,5,1.64824144488967,0.224513414017739,0.227801896518492,0.459353605143284,1.69540498587711,9.78479720666523,-0.135585669165891,0.227801896518492,11.4094197477565,0.4828,0.43933,0.26058,0.03226,1.09028,0.33433,0.338983050847457,2,7.3520743525686,0.546,3,4.012,2.9089,138.966799999999,-0.360826798961908,5.37008,34.1036103164666,4.18556841863341,0.512473928440409,2.08468586996565,0.227801896518492,0.512473928440409,2.07524649192398,1.08993936630615,0.06322,0.01485,1.34677,0.01911,31.7594663236792,34.4070409959847,1.669,2.967
1708,1.81602575999999,21,3,0.447001764085209,-0.0989393317164822,0.180920566354313,-0.133315555519598,43.7563176170245,3,2.06819886285693,0.354745037871115,0.260602172991865,0.470047792265054,1.72902205702956,10.0811711196986,-0.168340018016695,0.260602172991865,12.1217660628501,0.48528,0.44505,0.33095,0.06061,1.0408,0.33355,0.5,2,10.1080651306872,1.089,6,3.654,1.3476,142.235299999999,-0.36138767539451,6.58709,29.7156008697142,6.1414638307233,0.464317204391555,0.620827011927348,0.260602172991865,0.520690823131387,2.13177427143697,1.2686320889852,0.07077,0.02941,1.34091,0.02314,26.5680922757251,31.930770839718,2.11499999999999,3.165
1272,0.169414559999999,12,4,0.535486535511421,0.121234829272724,-0.00534752223578165,-0.226752547114604,24.4578564434402,3,1.44651753971549,0.447758071991935,-1.08631396681721,0.533217592592592,1.45494855967078,12.5082686917359,0.15812925170068,-1.08631396681721,5.13647695076278,0.46349,0.44237,0.40069,0.02381,1.02252,0.30065,0.441176470588235,4,7.66214560091897,0.591,4,0.593,0.411599999999999,83.5955,-0.348765681611859,2.76449,13.1012231961961,2.47918671789703,0.645932303476946,1.56601851851851,0.0495478500041997,0.645932303476946,1.78094907407407,0.732146347736625,0.09105,0.02569,1.38095,0.0266,8.26124834215529,17.9493061335866,1.07699999999999,2.214
254,1.53363455999998,18,4,0.491816811841717,-0.0888089808777576,0.139112036091348,-0.0892392247759793,38.4578564434402,3,2.54824520389544,0.497567820445716,0.237244449613896,0.46763840437807,1.66936288692601,10.0788733213733,-0.442597886844473,-0.203104755727411,12.7247660836563,0.47809,0.44433,0.38247,0.04286,0.93526,0.52903,0.428571428571428,1,14.809409410351,1.089,6,3.604,1.23839999999999,147.5959,-0.361393150715188,6.75818,26.1935721049497,5.2877747807786,0.45441665569471,2.50772054141011,0.237244449613896,0.499487795548723,2.09140174897119,1.08637564603726,0.05104,0.02698,1.17857,0.0274,18.1995941821556,37.4500885682122,2.031,2.676
1629,9.27324304,12,3,0.345610063234734,-0.00840134966963584,0.03182627905084,-9.20960229344202e-05,30.6833874078993,4,3.05815101453657,0.492759365392528,-0.949120156171922,0.427298398526077,1.76555007792832,10.7549599228538,-0.321057295603426,-0.949120156171922,11.0148448822154,0.47857,0.44,0.32836,0.01786,0.89017,0.74451,0.280701754385964,3,7.09879329341224,1.134,4,2.959,3.0452,119.897999999999,-0.3605010438957,4.56548,20.3470810329961,4.75613213612211,0.448205509575493,2.55470479549844,0.305338285562297,0.687833850239205,2.08090702947845,1.22833616780045,0.04809,0.0331,1.14286,0.0358,13.7912938297346,25.1580804754463,1.54999999999999,1.951
1814,0.00466488999999988,21,5,0.520926914161797,-0.0769153233048864,0.11281138407317,-0.113739416079064,39.3600785174312,2,2.13542847391454,0.247193874599065,-1.03311083663949,0.531877020326539,1.55280029604434,10.6294810437009,-0.255795501070798,-1.68724839862681,6.21680877319292,0.47931,0.44321,0.35971,0.05172,1.16916,0.42286,0.5,3,10.8520161511817,1.67699999999999,5,1.452,0.0682999999999991,123.550499999999,-0.361379876368392,5.32256,25.2650565816401,4.39100478970515,0.510931361490333,-1.68724839862681,0.203457297631595,0.733901322065015,1.87051073177828,1.14393478131483,0.11822,0.05205,1.5,0.02644,13.2936147894295,29.0782681564797,1.801,3.074
1352,7.14332528999999,5,2,0.374875135561646,0.0243893292707749,-0.066437779756823,0.0520671401354345,72.4225152405738,0,1.09929235212085,0.117851130197757,0.369458616780045,0.517275617808852,1.94183006844713,11.6735496057991,0.0870313681027965,-1.32273511642311,1.70568330678644,0.57111,0.43953,0.29183,0.03333,0.62469,0.22816,0.523809523809523,2,3.66228174776287,0.003,2,2.062,2.67269999999999,70.4312,-0.295713761766144,3.32427,10.1430342576845,1.91210614029562,0.0,-1.32273511642311,0.807808904425968,0.0,2.00590138678928,1.10429723586965,0.0903,0.0,1.28333,0.02668,1.65096362444731,6.23897999180165,1.413,2.02
1200,2.61630624999999,6,2,0.534111901063064,0.223549874802574,-0.404672219107755,0.370940720476941,28.9888592761878,4,1.89805307284634,0.625762547732829,-0.491956254724111,0.512779509952129,1.77646258503401,12.9554723062064,0.00741532029478464,-0.491956254724111,6.09057602988631,0.47179,0.44444,0.43207,0.0,1.16547,0.40682,0.5,6,11.5055743892223,0.003,7,0.459,1.61749999999999,102.2444,-0.274470712534235,2.73516,18.2197417485512,1.60129571131329,0.0,1.33449074074074,0.562531651549509,0.0,1.86687358276644,1.03876405976378,0.08772,0.0,1.47115,0.02888,8.06982328963218,22.1977914032306,2.163,3.85099999999999
