,ALogp2,naAromAtom,nO,ATSc1,ATSc3,ATSc4,ATSc5,ATSm1,C3SP2,SC-3,SC-5,minwHBa,minHaaCH,minaaCH,maxHBa,hmin,gmin,LipoaffinityIndex,ETA_AlphaP,ETA_Epsilon_3,ETA_Shape_Y,ETA_BetaP_ns_d,ETA_EtaP_F,ETA_Eta_B,FMF,nHBAcc,MDEC-33,MLFER_A,nTRing,XLogP,ALogP,BCUTc-1l,BCUTc-1h,SCH-7,VCH-6,VC-5,SHBa,minHBa,hmax,ETA_Epsilon_1,ETA_Epsilon_2,ETA_dEpsilon_B,ETA_BetaP,ETA_BetaP_s,ETA_EtaP_B_RC,MDEC-23,MLFER_BH,MLFER_S,MLFER_E
229,0.291276089999998,18,4,0.496612507201655,-0.100260487260276,0.099016717708926,0.0389972321742497,37.4578564434402,3,2.06132528747038,0.379716690247958,0.199293363976433,0.466915024748441,1.69836388054426,10.0300131971187,-0.432597886844473,-0.225701118282738,12.0866419504891,0.47745,0.44468,0.33265,0.04412,0.93959,0.33355,0.462686567164179,1,13.8848426450581,1.089,6,3.205,0.539699999999998,-0.361354828106152,0.116283772200797,0.62797957234872,0.178310613308959,0.190264230467161,34.8296507891993,2.47642667705306,0.863386558327034,0.55473,0.80196,0.05394,1.19853,0.625,0.02246,34.3148157968123,2.006,2.716,2.788
872,5.62543524,15,2,0.47010899441118,0.00897142904796729,-0.145350552490566,0.125331073852114,30.7750310907628,3,2.69427999721416,0.701089733353448,-0.806603573528177,0.613593749999999,0.990139413790207,13.3326431861388,0.0899631519274376,-4.53498612948265,8.13300804770708,0.45099,0.44118,0.36032,0.04167,1.13971,0.58933,0.405405405405405,2,8.50727594495673,1.089,4,3.104,2.3718,-0.3854661884576,0.418266241932147,0.673314545154552,0.105223948691873,0.131790770485539,60.6103158883247,1.20117772108843,1.42127448664651,0.71287,0.93651,0.1191,1.33333,0.625,0.03531,17.8443939901758,0.897999999999999,1.827,2.27499999999999
122,0.408832359999998,18,4,0.599482657632549,-0.210365903440305,0.179793527816406,-0.00607803072038192,45.0876536209329,2,2.03332406564793,0.474329884407279,-0.546848171456228,0.494143321680524,1.35886230822231,14.7351161665013,-0.381857146103732,-2.03080748935925,10.6330437598069,0.48095,0.44468,0.33023,0.05882,0.95217,0.33355,0.5,1,13.2124875018933,1.089,6,3.08,0.639399999999998,-0.360788585870834,0.235315679814347,0.635840013119659,0.197112497059765,0.20960352984607,47.1168151799949,-2.03080748935925,0.881222705131435,0.59754,0.84258,0.06695,1.22059,0.63235,0.02246,30.4969088866389,2.157,2.828,3.01499999999999
297,0.328787559999999,15,4,0.484463744282955,-0.128815407910258,0.0912516064710835,-0.128358521886584,68.8580110725218,2,1.67172239789233,0.588247120919325,-0.708081918724279,0.610821759259259,1.20828514739229,13.4643956052928,-0.0746296296296296,-0.708081918724279,5.31380987713799,0.49773,0.44237,0.43052,0.11905,1.02421,0.40681,0.483870967741935,0,12.1514182750851,0.979,4,2.714,0.573399999999999,-0.359207353991388,0.153856066819431,0.703303816383264,0.0862926309525694,0.19474218895514,43.6147567760084,5.21349300831443,0.699710648148148,0.70799,0.90227,0.12693,1.46429,0.63095,0.03166,15.6776278845691,0.920999999999999,2.037,2.46099999999999
1046,0.557411559999998,18,4,0.587073309588376,-0.0998099287891428,0.149041662716071,-0.0416662993691188,38.4578564434402,5,1.8523655901216,0.395762464275441,0.201419318543556,0.478135290694334,1.69654978909161,10.0571775428567,-0.416972886844473,-0.271025192356813,11.7455305337827,0.47809,0.44737,0.32271,0.02857,0.96806,0.15491,0.515151515151515,1,15.1554113351513,0.546,12,2.993,0.746599999999998,-0.360519280757972,0.19173373420824,0.590285897906594,0.173400149550719,0.140258306820984,31.2666300428923,2.48864417673435,0.965886558327034,0.56465,0.79905,0.06155,1.22857,0.64286,0.01917,39.4894673817975,2.001,2.859,3.026
1250,0.837408009999997,19,3,0.738206682560794,0.0229140701973557,0.150976434476297,-0.108713311657206,42.2510616514552,3,2.09065053187337,0.365450890140006,-0.194905152717652,0.435596881614843,1.69056406416254,12.9193560391328,0.000906138440244896,-1.55836268564901,7.05338720251102,0.47917,0.44545,0.35217,0.03125,1.03757,0.32921,0.509090909090909,7,11.1068190369166,0.455,7,-0.12,0.915099999999998,-0.378150872497541,0.237086771957184,0.787610489125444,0.219545670239515,0.095721548436997,32.322643743644,-1.55836268564901,0.756521358968651,0.61576,0.84271,0.06766,1.35156,0.67969,0.02373,23.2224491141349,2.839,3.93,3.716
1021,0.547896039999999,15,6,0.584555125763559,0.000387871740944365,-0.268911713449958,0.334579048944992,26.6468142132456,3,1.65022986885941,0.386820052826094,-0.242026932686654,0.632219505857898,1.13645171957671,11.4272800925925,-0.0713194444444447,-0.242026932686654,3.03212561639443,0.45454,0.44194,0.45,0.09091,1.13299,0.36881,0.441176470588235,1,13.2179863820279,1.632,4,1.378,-0.740199999999999,-0.385715341105771,0.153360358752085,0.75866803575312,0.0998678952529986,0.0970077001580308,51.4254780276308,5.04028657855091,0.820826955782312,0.69412,0.90909,0.11495,1.47727,0.63636,0.02849,18.1499068923284,1.663,2.711,2.683
1000,4.67856900000001,18,0,0.246926536373759,0.19957758237881,-0.168433692894338,0.0965691342748545,28.4399212051059,2,1.42886901662352,0.0,0.6765470941463,0.423306040199979,2.02593652546213,3.43014014865205,-0.0132405045351472,0.56339074929533,11.6936353008569,0.48519,0.44026,0.22901,0.03704,0.87992,0.22737,0.4,4,3.63291310225116,0.391,3,3.635,2.163,-0.272642408811347,0.202871171109406,0.288675134594812,0.078583786639699,0.0,6.79547808012093,3.36533793146888,0.663811871875319,0.52545,0.75926,0.05081,1.31481,0.61111,0.01798,19.3039566952542,1.46499999999999,2.54,2.808
1214,1.67417720999999,15,4,0.518472880772823,0.0537568106680279,-0.0490759519931533,-0.0192120456685023,25.0978761421637,5,1.74564314303798,0.558069103083796,-0.374305555555555,0.557302650226757,1.7066262755102,12.2162326782564,-0.0304992039285871,-0.374305555555555,6.88201453187933,0.4697,0.44667,0.48387,0.02273,0.99038,0.33434,0.472222222222222,1,15.4882233326667,0.003,10,2.05199999999999,1.29389999999999,-0.348724514129679,0.299044554159195,0.847281755918611,0.138141172483985,0.174830916279106,28.5764315529548,5.1864784318482,0.723576388888888,0.62963,0.83939,0.0923,1.42045,0.64773,0.03083,17.8825668938902,0.931999999999999,2.492,2.417
1617,7.59718969,12,2,0.291685120856942,0.00709750408341616,0.0157275616310337,-0.00103453494881832,27.9089183723583,4,1.97293295797552,0.310543824489773,-0.923872457742406,0.383266014739229,2.00417989417989,10.7124745679933,-0.275705821680524,-0.923872457742406,11.5611912055248,0.48333,0.44054,0.35013,0.0,0.84974,0.46166,0.30188679245283,3,7.77276259723762,0.591,4,3.256,2.7563,-0.328245682393574,0.283423710711606,0.38185128113423,0.081907869390292,0.175059077914813,22.1154865447701,2.60624485596707,0.69477829468365,0.5327,0.77436,0.04862,1.16346,0.58654,0.02768,26.9282469241082,1.22099999999999,1.693,1.831
1604,6.77092441,12,3,0.345273543730443,-0.00628239286432978,0.0285848648742209,0.00233945979793381,29.6833874078993,4,2.47871383707864,0.663850416851023,-0.94892365730276,0.425562287414966,1.76381396681721,10.7344781692912,-0.265501740047871,-0.94892365730276,10.3941400379327,0.47778,0.44026,0.30233,0.01852,0.90691,0.61246,0.296296296296296,3,4.59435545026097,1.134,4,2.596,2.6021,-0.360499087236213,0.283430597188746,0.428719199640192,0.0797848887127595,0.351282080899282,31.9695624854627,2.51303812883178,0.691722739128094,0.55,0.8,0.05147,1.16667,0.59259,0.03224,23.2532356889588,1.532,1.99,2.013
1841,1.56925728999999,21,3,0.36962629087559,-0.0956542586027082,0.136758256002672,-0.0338213119852849,42.8111404463493,5,2.14665297551828,0.374952753961405,0.317748365125293,0.446614098822515,1.81001917684671,10.3139652911003,-0.223762250926853,-1.39905836243065,11.9155326178505,0.49216,0.44783,0.35259,0.04412,0.97478,0.26107,0.507936507936507,1,17.9332738320227,1.089,12,2.65799999999999,1.25269999999999,-0.36137492400337,0.0871539091118784,1.00857361974407,0.367171869077452,0.231316850975048,27.5712976351605,-1.39905836243065,0.779960632401108,0.56296,0.78726,0.06336,1.28676,0.625,0.02286,38.8881769959215,1.751,2.865,3.529
597,0.15578809,0,2,0.157908103790522,-0.0378627058831686,0.00609188988170417,0.0127103542880222,22.5489380710818,1,2.39445404566419,1.08504252176117,1.54597080498866,0.0,0.0,10.4567774470899,-0.0513651502267574,-0.108301694906357,7.8738452220595,0.48413,0.44737,0.29508,0.0,0.21154,0.46487,0.333333333333333,2,5.02609772455282,0.693,10,3.642,-0.3947,-0.393036241759381,0.125008230984744,0.974374138317533,0.360803470102117,0.806921012619104,20.4674363819601,10.0106589348702,0.503402777777777,0.49477,0.77302,0.00735,0.64286,0.59524,0.03852,19.4902656495557,0.839,1.09399999999999,1.229
472,6.61106944,16,2,0.176178943949351,-0.0830226915517887,0.0340526424735641,-0.00126639989881251,36.9748378867794,4,1.53563963440437,0.53269156536377,0.394343625939645,0.467521485960639,1.76815493492778,9.78906381767583,0.267521485960639,0.394343625939645,6.92915063637867,0.50476,0.44286,0.39623,0.1,1.00262,0.3555,0.533333333333333,0,8.65432977365912,0.869,4,3.30899999999999,2.5712,-0.359353711597839,0.119706654926021,0.49172494736113,0.0689458557658021,0.171603858885256,20.7110823417148,0.633205267083801,0.534971655979502,0.66349,0.84524,0.12643,1.5,0.6,0.03067,22.1270455199745,0.651,1.89699999999999,2.67999999999999
1877,1.17874448999999,6,5,0.463748161870806,0.0160450850210043,0.0289969819883595,-0.219877808647226,19.8723451777047,1,1.06622353758308,0.390016657173666,-0.648047970731502,0.693630598072562,1.04497260015117,11.4091619425548,0.118749999999999,-0.648047970731502,2.15017423638657,0.44792,0.43333,0.34884,0.09375,0.82383,0.35628,0.2,2,5.08567526475976,1.13,1,2.635,-1.08569999999999,-0.358670502962359,0.293451176977861,0.198741681621645,0.0208333333333333,0.0427564023483701,43.7265151925095,4.8755536659108,0.707986111111111,0.64111,0.93958,0.05685,1.15625,0.59375,0.02764,7.9147990802234,0.797,2.04,1.085
1301,0.0120560400000001,14,3,0.468720647580085,-0.0986473691635653,0.168930705612018,-0.117891950137547,40.6110419527317,2,2.20112964778766,0.815532093423991,-0.355749874023682,0.478666622028364,1.93654583091271,13.1442204428067,-0.0626451220920467,-1.77868386534998,5.31732371776917,0.47444,0.44634,0.4356,0.01667,1.11487,0.44484,0.48,6,17.0354952877211,0.25,7,3.092,0.1098,-0.292327723838958,0.265162466235634,1.12031860692445,0.329830587538542,0.243043110572341,32.8617348484318,-1.77868386534998,0.71883457298974,0.63933,0.86556,0.06119,1.35833,0.675,0.02916,19.5156183097458,1.755,3.28999999999999,3.498
1315,0.01954404,21,4,0.841256271565129,0.0785394039152621,0.122493748798969,-0.208567489638483,42.6107275563949,1,2.21040346323196,0.593344438115777,-0.771534087286033,0.490757266228623,1.69900783152767,12.0960882605516,0.0391463923532374,-0.771534087286033,6.25442794376708,0.46825,0.44286,0.42,0.06667,1.25893,0.49182,0.456521739130434,6,15.3933213704499,0.998,5,1.11799999999999,0.1398,-0.346984185527107,0.249299923126195,0.793569133326142,0.11169471876901,0.109726292060419,40.8817780776139,0.640071459851201,0.715535050278316,0.68592,0.89175,0.10414,1.50833,0.69167,0.02786,18.5530774373367,2.907,4.635,3.639
1370,8.13618575999999,12,2,0.24578713841902,-0.0903153131192526,-0.00340367166359572,0.0224500734006987,57.528490740927,0,1.76698830277374,0.464615616705783,0.54352789675541,0.420748841717757,2.15415049581789,10.2639352201786,0.175996708868732,-1.53122427983539,4.40759868675911,0.54511,0.43818,0.38621,0.18421,0.93804,0.53413,0.52,0,9.66523278418239,1.22099999999999,2,3.861,2.85239999999999,-0.358327491884571,0.149488666075977,0.411900753465171,0.0416666666666666,0.152249446975349,22.1049398890786,-1.53122427983539,0.522541152263374,0.78571,0.9391,0.15753,1.42105,0.60526,0.03716,11.3528175963565,0.459,1.656,2.304
973,2.24760063999999,0,1,0.103972567299285,-0.0183900152639226,0.000911311097414367,0.00347045112587835,30.4874189433897,1,2.22606535332623,0.986404837013492,1.59149549634668,0.0,0.0,10.5227737739953,0.00264719545225497,-0.0656755217519113,9.45686896043175,0.50216,0.44667,0.27155,0.0,0.37603,0.40421,0.346938775510204,1,5.02609772455282,0.348,10,5.627,1.49919999999999,-0.391963751894022,0.101812728166152,0.943023408324841,0.345856825618486,0.669853471598855,11.5381550807337,1.01538130673834,0.477800532249937,0.50923,0.76602,0.02283,0.77273,0.59091,0.03401,21.3210525827088,0.554999999999999,1.084,1.47699999999999
772,0.00519840999999991,6,2,0.178973991096595,-0.0392199276589521,0.0119498872243597,-0.00388133242905944,20.5489380710818,3,1.60774022673086,0.292930599473082,0.252822656840514,0.450505598072562,1.7308094765684,11.7726806972789,0.139305555555555,0.152824074074074,6.48251839393319,0.48246,0.4434,0.27273,0.02632,0.63868,0.27023,0.333333333333333,1,4.13085192089075,0.546,6,3.21399999999999,0.0720999999999994,-0.360730097936115,0.155865424437963,0.829541740437973,0.19918720750256,0.158549291355827,21.4282337333081,9.65555303602922,0.515121763983371,0.53419,0.7807,0.03986,1.07895,0.57895,0.0278,18.0310448702049,0.8,1.595,1.523
261,4.98539583999999,18,2,0.425818394598721,-0.0692653161834126,0.163892560828767,-0.0748002371842131,40.0366714108083,4,1.49564907378281,0.282360161368812,0.98075129078237,0.379391876600293,2.12924259077583,6.07660264974523,-0.207446969241476,-1.10495725420346,14.1775628236305,0.49687,0.44545,0.27673,0.03125,0.85173,0.10006,0.476190476190476,1,10.0098020091336,0.003,6,3.081,2.23279999999999,-0.377508252281018,0.0785929698823813,0.516358641251584,0.235134779101904,0.20492714791796,12.9972809613119,-1.10495725420346,0.649850823045267,0.5381,0.76875,0.05291,1.21094,0.61719,0.01656,33.3104824754646,1.47499999999999,2.362,2.796
137,0.207662490000001,18,4,0.496934821391387,-0.0997381115872382,0.0968592516512985,0.0411884033859004,36.4578564434402,3,1.92443075329606,0.274971652376843,0.201885956569025,0.476915024748441,1.6879472138776,9.94375091442784,-0.392597886844473,-0.20255297013459,11.4520879191174,0.47677,0.44505,0.31144,0.04545,0.9322,0.26106,0.484375,1,10.3289766873167,1.089,6,2.701,0.455700000000001,-0.361354825710858,0.116246338016988,0.617636603596564,0.182725019492233,0.110076693079713,34.5845703836441,2.47504926658474,0.863386558327034,0.56042,0.80505,0.05716,1.2197,0.62879,0.02094,34.0759994860394,1.988,2.755,2.803
884,0.927946889999999,21,3,0.377686302241054,-0.0824787408842996,-0.125730694361407,0.0624305629576867,32.0474559872611,2,2.15392650550319,0.470227867507653,-0.693869520030234,0.621343537414966,0.984799134147077,14.2552513683006,0.0778798185941042,-0.693869520030234,7.2293656298356,0.45659,0.44444,0.45487,0.09615,1.22821,0.47851,0.552631578947368,2,13.195888269639,1.632,5,2.234,0.963299999999999,-0.361325224411082,0.144367513869537,0.879001693932094,0.126036297108184,0.112496078548348,58.4664502164502,1.16180272108843,0.760566539115646,0.71391,0.90495,0.13797,1.53846,0.63462,0.03163,25.4483106894491,1.686,3.052,3.20399999999999
681,1.00460529,12,4,0.358878174767231,0.0668253488846424,-0.0228288978930065,-0.0618855266460933,21.0978761421637,4,1.5024730498694,0.447758071991935,-0.517129629629629,0.572181122448979,1.40115457294028,11.917634164777,0.0644444444444443,-0.517129629629629,3.68401096760309,0.46296,0.444,0.48,0.05556,0.98391,0.33866,0.5,1,11.6145129959812,1.089,6,1.128,1.0023,-0.361211403886844,0.299289077547912,0.49847386133497,0.0576473536265634,0.129827402566565,36.1097823234232,5.1649074074074,0.722708333333333,0.66667,0.87037,0.11,1.43056,0.625,0.03315,14.841595321239,1.201,2.671,2.258
1793,2.70174969,21,5,0.461363563729136,-0.0383346405048179,0.026383145740779,0.00954706003145324,41.0000982161547,4,2.28558553296231,0.426346367454153,-0.995074580059282,0.473899229444864,1.66453079350667,10.7094217078775,-0.335231442113882,-1.75966609410006,7.84408447351714,0.48387,0.44253,0.36667,0.03226,1.14781,0.49534,0.431372549019607,3,14.1438615996933,1.47899999999999,5,2.693,1.6437,-0.388200189226404,0.2834512277445,0.745287859342559,0.237523441651095,0.202530662248092,44.3587664482661,-1.75966609410006,0.739382045854948,0.62353,0.83226,0.0975,1.40323,0.59677,0.02708,32.9260475548807,1.64,2.862,3.47699999999999
1061,4.85144675999999,18,4,0.652973592948213,-0.111001449082196,0.0934901707763991,0.0377268433149476,39.9599005824829,5,2.14104072471641,0.395762464275441,-0.334541965294164,0.522194625535399,1.44473009369619,14.1227081712412,-0.391055727081159,-0.449984099611174,11.7153787545018,0.47197,0.44433,0.35716,0.04286,1.03537,0.34686,0.384615384615384,1,16.9399306471711,0.546,11,2.88,2.20259999999999,-0.360520373851943,0.227133254642939,0.566516640968908,0.0906216914849663,0.140258306820984,44.8468536293346,2.31764320731305,1.0075532249937,0.58586,0.83088,0.06726,1.23571,0.63571,0.0222,39.4222902535982,1.96899999999999,2.722,2.69999999999999
1251,0.03463321,12,2,0.673115655674494,0.286168467802257,-0.44731930366556,0.54325327458711,39.2108640177834,4,2.16460634902038,0.58964721824738,-0.519703430755017,0.539228631267321,1.31249375615391,13.258847780967,0.000436721134512985,-0.519703430755017,8.29338953784698,0.46625,0.44468,0.36588,0.01471,1.24282,0.40603,0.566037735849056,8,11.5877943717358,0.371,8,0.0580000000000001,-0.1861,-0.288167113751241,0.246557406322396,0.6511301068443,0.10610560788697,0.125763464020777,53.9665845643869,1.40333834800448,0.881949981285749,0.65184,0.84846,0.09285,1.39706,0.67647,0.02459,30.4953720787582,3.272,4.54,3.482
1531,6.53824899999999,21,3,0.68567412149185,0.171406603156068,-0.206123095928395,0.104330889332586,45.6183420573437,2,2.65611950461246,0.787267394463372,-0.751743444176938,0.490840909409031,1.30597187824103,13.9222519471894,-0.296767880763416,-1.62588085002519,9.67098047281332,0.47576,0.44505,0.34395,0.0303,1.21958,0.54422,0.538461538461538,6,10.6868179423125,0.416,6,3.12,2.55699999999999,-0.278788232284735,0.348901879896761,1.21218514921006,0.189517713980515,0.203819443345009,51.2854810449459,0.673162702727661,1.02136105599647,0.65577,0.86061,0.09521,1.41667,0.65909,0.02952,27.0493840824605,1.32199999999999,2.60299999999999,3.178
1060,0.061504000000001,18,5,0.739376522671669,-0.102474087594114,0.106194191240922,0.0870831684969504,41.2323254789812,5,2.05648973535353,0.395762464275441,0.187286321910559,0.508795705782312,1.68566501542906,10.1009621139577,-0.444750664622251,-0.331482486385535,11.7855950852978,0.47477,0.44653,0.33586,0.04054,1.0017,0.22306,0.485714285714285,1,16.9399306471711,0.546,12,3.022,0.248000000000002,-0.360572059010729,0.191776114600016,0.618756565306103,0.169678632989175,0.140258306820984,36.8810663093991,2.48296350209763,0.993664336104812,0.5719,0.81441,0.06042,1.21622,0.64865,0.01997,40.2730648261593,2.173,2.982,3.048
221,1.56025080999998,18,4,0.494604929154269,-0.0898655648624052,0.145037734394903,-0.0908640154567937,37.4578564434402,3,2.35000042206519,0.379716690247958,0.237958936592119,0.469374515489182,1.66820547951861,10.0602452034594,-0.432597886844473,-0.19747846971918,12.0777755239173,0.47745,0.44468,0.36345,0.04412,0.94238,0.43971,0.44776119402985,1,13.6242600159802,1.089,6,3.144,1.24909999999999,-0.361393150690004,0.116272428250002,0.698069687132229,0.255090487159067,0.190264230467161,34.8675234616147,2.46605387474344,0.856016943814563,0.55473,0.80196,0.05394,1.19853,0.625,0.02558,35.9616783637462,2.013,2.715,2.77299999999999
337,0.113030439999999,15,4,0.35256505966907,-0.0320130528431566,-0.056313959981484,-0.0232682183142945,24.0978761421637,3,1.58521805656105,0.303155315497803,-0.0810128495842776,0.564101080246913,1.42883744855967,11.9658888644224,-0.111319444444444,-0.0810128495842776,5.11500877755515,0.46825,0.44237,0.40678,0.04762,1.01227,0.33433,0.428571428571428,1,9.48780080746098,1.274,4,1.653,0.336199999999999,-0.361656951675581,0.165179274738941,0.597496136713649,0.0950842390965448,0.072216925077007,36.8203834772864,5.78948885109599,0.624583333333333,0.62762,0.84603,0.09361,1.44048,0.60714,0.02821,20.7767572106651,1.226,2.304,2.49599999999999
1834,7.5625,24,1,0.12996584000663,-0.0185539988958948,0.00563379940106125,0.00935051303898393,26.1344493368174,6,1.50528510601516,0.365693494702146,0.27949950659276,0.464010847107438,1.71559618291761,9.84479457835067,-0.0485462726757369,0.27949950659276,11.1061760996235,0.48933,0.44925,0.36785,0.02,1.10975,0.12123,0.6,1,13.415716594466,0.546,11,3.22499999999999,2.75,-0.360449393224216,0.182002291754709,0.634645424255741,0.118717812141698,0.121963302560459,9.84479457835067,9.84479457835067,0.547222222222222,0.57917,0.74667,0.10192,1.59,0.61,0.02205,35.38640840716,1.005,2.516,3.88699999999999
542,0.439568999999998,22,2,0.374364833135946,-0.0842946613454861,0.150225949871451,-0.0557596877297581,42.3966517120848,3,1.85923916550815,0.370790811898598,0.392305267810039,0.440910186237593,1.83338847177508,10.0174917110995,-0.210390912448542,-1.39021422634865,14.2303637895937,0.49412,0.44783,0.31548,0.02941,0.95126,0.15491,0.515625,2,11.329506264534,0.546,12,4.168,0.662999999999998,-0.360510501358676,0.184810991269969,1.21248117750436,0.340753282793062,0.206815209003345,19.735290374504,-1.39021422634865,0.711946176618795,0.55313,0.77647,0.06027,1.31618,0.63971,0.01973,32.2088654367385,1.912,2.876,3.83
1824,7.00131599999999,21,4,0.548702395696624,-0.0277070082314088,0.0297413382915623,-0.00270769387528405,44.2297174586991,4,3.30004597012322,0.636373961436386,-1.03709849021506,0.525595238095238,1.44081198724284,14.3612152101931,-0.314823278848576,-3.00388176936961,9.51607357816385,0.47619,0.44222,0.32813,0.03125,1.19768,0.69469,0.44,2,11.894561353586,1.134,5,3.782,2.646,-0.360487379352118,0.28355059855517,0.738842003576757,0.237523441651095,0.226904233534722,62.3311139680216,-2.01610642331817,1.03938204585494,0.66724,0.87381,0.11221,1.38281,0.60156,0.03246,30.7414945950153,1.142,2.516,3.13699999999999
1507,5.72214240999999,18,6,0.721044394358694,0.069522526576248,-0.0740838646254262,0.0179278989353525,39.1488583522883,6,2.48224184542117,0.360927581500651,-1.03916974415444,0.524042383156966,1.19757098405144,13.7942079590284,-0.0858604025936693,-1.03916974415444,8.63182224883308,0.4632,0.44194,0.39252,0.04545,1.24231,0.5635,0.442307692307692,3,16.4252567362884,1.134,5,3.39699999999999,2.39209999999999,-0.376853758651159,0.299435611310061,0.596501464754023,0.0886480592872423,0.110092158516902,67.0128252038157,5.3177918306097,0.811150439342403,0.66374,0.87316,0.10814,1.38636,0.61364,0.0275,37.1201699929808,1.442,3.49,2.76499999999999
1904,0.528965290000002,12,6,0.691667321193067,-0.108499982340004,0.170928056842948,-0.136205653022506,30.6468142132456,3,1.48415745957926,0.420600560352378,0.0428861724027676,0.519627700617284,1.54324905869142,9.99671099458301,-0.271617063492063,-0.434748703493743,5.28647593410839,0.46154,0.44054,0.375,0.05769,0.98181,0.2928,0.3125,2,12.6456003020848,0.985,4,0.688,-0.727300000000001,-0.42058303315452,0.111793590795136,0.715067299655336,0.12260840167075,0.125010404199914,45.5487197197048,5.17395092779558,0.910781053162005,0.6125,0.87692,0.07056,1.20192,0.625,0.02118,22.9634202490208,1.409,2.989,2.109
1057,0.061504000000001,18,5,0.739376867205266,-0.102450406173936,0.106244431263694,0.0863567358218659,41.2323254789812,5,2.05648973535353,0.395762464275441,0.188899863026925,0.509382125535399,1.69927657895696,10.1704769724363,-0.429318565856819,-0.346717747156509,11.774349552872,0.47477,0.44653,0.33586,0.04054,1.00139,0.22306,0.485714285714285,1,16.9399306471711,0.546,12,3.022,0.248000000000002,-0.360572054907722,0.191792821680531,0.618756565306103,0.169678632989175,0.140258306820984,36.9259694067498,2.48131951116792,0.993664336104812,0.5719,0.81441,0.06042,1.21622,0.64865,0.01997,40.2730648261593,2.173,2.982,3.048
573,4.08080400999999,22,2,0.261398606655739,-0.0692616899974901,0.0295369478525143,-0.0889676963068609,28.410962511401,4,1.69891184902842,0.441638319043509,-0.68855169228185,0.482610671104989,1.26258487654321,13.7443413260621,0.00452026643990921,-0.68855169228185,9.02798321586302,0.47409,0.44493,0.37967,0.06,1.14907,0.29986,0.564102564102564,1,11.3524198183197,1.089,5,3.02299999999999,2.02009999999999,-0.360720910680084,0.15364046572136,0.532447102936914,0.0963249679966455,0.099125972753138,32.9963741304857,9.40232152574324,0.676273148148148,0.63455,0.82191,0.11709,1.55,0.61,0.02575,30.0163554506399,1.283,2.58,3.34199999999999
259,0.512799210000003,18,4,0.566699959810442,-0.139090489085823,0.115605277991181,-0.0225764892094652,40.9599005824829,3,2.57919398967117,0.745496356965444,-0.645910354224817,0.487436342592592,1.33150952335836,14.9655774218788,-0.423625171525604,-0.645910354224817,12.7761251933386,0.47275,0.444,0.40543,0.05556,0.98134,0.58468,0.428571428571428,1,18.2965532835678,1.089,6,3.883,0.716100000000002,-0.360792053265603,0.159047279732192,0.761152421599051,0.240022464508849,0.356095432655986,49.7569784274687,2.50222883124807,0.897683610481229,0.57116,0.82725,0.05546,1.18056,0.625,0.02819,36.2579266853051,2.016,2.646,2.63999999999999
1179,0.572594889999996,10,4,0.773218278716554,0.317874761154831,-0.340331675634984,-0.0298788246948202,45.7933034241697,1,1.7835475096926,0.293217603751631,-0.558573980753463,0.473424924275393,1.51826426573609,12.8783946200799,-0.0777672395162023,-1.93684708108208,4.0814848817861,0.48621,0.43976,0.31206,0.0,0.96598,0.40248,0.428571428571428,7,6.74604474647436,0.855,4,1.064,0.756699999999997,-0.320643844059508,0.279120228290823,0.56746536951601,0.186500422354041,0.112143328467892,45.3003522151968,-1.93684708108208,0.779275584449421,0.64286,0.87931,0.05811,1.24138,0.65517,0.02278,14.0441253219073,2.427,2.94299999999999,2.645
885,3.53853721,21,3,0.298532812305186,-0.0684755774617293,-0.114594813197846,0.0749288226542451,44.4692675248733,2,2.15392650550319,0.470227867507653,-0.0320785936688345,0.448167009602194,1.30481388554507,10.2933538200373,-0.0254603734497914,-0.0320785936688345,6.72977473842658,0.48956,0.44444,0.42424,0.09615,1.17783,0.47851,0.552631578947368,2,13.195888269639,1.632,5,3.15599999999999,1.8811,-0.361325223985833,0.122876925267657,0.879001693932094,0.126036297108184,0.140667887039298,33.1166469194195,0.666585283585143,0.646732205456485,0.69135,0.87198,0.13045,1.53846,0.63462,0.03163,25.4483106894491,1.686,3.216,3.71
1411,4.74455523999999,12,4,0.949239334925433,0.118414784260956,-0.154192353340957,0.206690514350873,43.4517222002947,3,3.08316888610305,0.613663419223244,-1.08320672323107,0.623213144053917,0.71171521768737,13.3217501525011,-0.0878659218316957,-4.71304002851174,6.43290148017422,0.45944,0.43976,0.33774,0.03448,1.1739,0.708,0.475,4,8.62753032228243,0.886,3,1.869,2.17819999999999,-0.346077533197092,0.43923815580052,0.546174821453144,0.154806696256628,0.0979131048558218,73.8303285724691,-2.07741451166158,1.48070422630804,0.77691,0.9578,0.12364,1.34483,0.63793,0.03331,19.113306214881,1.177,2.871,2.412
892,1.68169023999999,15,3,0.541693429980986,-0.146970754169554,-0.0529898360212267,0.218450225729466,30.5495001263037,2,3.08471042198344,0.330933093275581,-0.308672524565381,0.634445979780801,1.07376696743512,12.7079365534857,0.158782596371881,-4.48741951950533,5.83927265481454,0.44161,0.44154,0.38397,0.06522,1.12177,0.67105,0.441176470588235,2,7.76200963023617,1.632,4,2.74199999999999,1.2968,-0.361325329416034,0.403888654762679,0.693452108289986,0.107157705421613,0.0899550753665847,67.6062677547871,0.718932350718064,1.36612709435626,0.76008,0.98013,0.12726,1.3587,0.6413,0.04039,17.2834916865526,1.175,2.109,2.31299999999999
